,artist,album,track_name,popularity,img_url,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,text_data
0,Aditya A,Chaand Baaliyan,Chaand Baaliyan,80,https://i.scdn.co/image/ab67616d0000b273ec4ecaa0fcf68c0966f21514,0.729,0.396,0,-8.98,1,0.0359,0.0,0.104,0.886,97.281,Chaand Baaliyan Aditya A Chaand Baaliyan
1,King,The Carnival,Tu Aake Dekhle,79,https://i.scdn.co/image/ab67616d0000b273e0fc847e272a9bf7a04643da,0.77,0.84,11,-4.022,1,0.107,0.00452,0.145,0.192,96.012,Tu Aake Dekhle King The Carnival
2,Tanishk Bagchi,"Raataan Lambiyan (From ""Shershaah"")","Raataan Lambiyan (From ""Shershaah"")",77,https://i.scdn.co/image/ab67616d0000b273a75c2f26913099a420050f01,0.72,0.63,10,-5.549,1,0.0413,0.0,0.108,0.512,81.009,"Raataan Lambiyan (From ""Shershaah"") Tanishk Bagchi Raataan Lambiyan (From ""Shershaah"")"
3,Various Artists,"Ranjha (From ""Shershaah"")","Ranjha (From ""Shershaah"")",77,https://i.scdn.co/image/ab67616d0000b27309426d9ae9d8d981735ebc5e,0.603,0.573,1,-5.843,1,0.0502,0.0,0.0971,0.236,82.941,"Ranjha (From ""Shershaah"") Various Artists Ranjha (From ""Shershaah"")"
4,Pritam,"Kesariya Audio Teaser (From ""Brahmastra"")","Kesariya Audio Teaser (From ""Brahmastra"")",77,https://i.scdn.co/image/ab67616d0000b273358193d702a21397291432ef,0.56,0.634,0,-8.803,1,0.031,0.00435,0.0983,0.465,94.024,"Kesariya Audio Teaser (From ""Brahmastra"") Pritam Kesariya Audio Teaser (From ""Brahmastra"")"
5,Various Artists,Insane,Insane,76,https://i.scdn.co/image/ab67616d0000b273f26219080879cd317b98ece8,0.796,0.572,8,-7.03,0,0.0545,2.55e-05,0.0975,0.304,98.967,Insane Various Artists Insane
6,Yasser Desai,"Dil Ko Karaar Aaya (From ""Sukoon"")","Dil Ko Karaar Aaya (From ""Sukoon"")",76,https://i.scdn.co/image/ab67616d0000b2739acc843616b7226a85f201db,0.55,0.448,11,-9.117,1,0.0366,0.000459,0.111,0.388,147.986,"Dil Ko Karaar Aaya (From ""Sukoon"") Yasser Desai Dil Ko Karaar Aaya (From ""Sukoon"")"
7,Harrdy Sandhu,Bijlee Bijlee,Bijlee Bijlee,75,https://i.scdn.co/image/ab67616d0000b273ab02d10470adaf555c7d3f9d,0.795,0.67,1,-5.313,0,0.143,0.0,0.0733,0.643,100.004,Bijlee Bijlee Harrdy Sandhu Bijlee Bijlee
8,Pritam,Chhichhore,Khairiyat,74,https://i.scdn.co/image/ab67616d0000b273eaa6b4bfb5954ee5a5a8ce9e,0.534,0.481,0,-9.016,0,0.0412,0.0,0.142,0.293,124.914,Khairiyat Pritam Chhichhore
9,Pav Dharia,Na Ja,Na Ja,74,https://i.scdn.co/image/ab67616d0000b27317f944d8cad77bc712348998,0.772,0.649,2,-6.411,1,0.143,0.0,0.0761,0.824,90.072,Na Ja Pav Dharia Na Ja
10,Various Artists,Brown Munde,Brown Munde,74,https://i.scdn.co/image/ab67616d0000b273d9a129c4a656a55afff2ca02,0.854,0.611,8,-6.26,0,0.0864,0.0,0.119,0.417,100.024,Brown Munde Various Artists Brown Munde
11,Arijit Singh,"Mere Yaaraa (From ""Sooryavanshi"")","Mere Yaaraa (From ""Sooryavanshi"")",73,https://i.scdn.co/image/ab67616d0000b2733361905e288acb907f181f6a,0.324,0.539,2,-8.076,1,0.038,3.15e-05,0.118,0.486,120.526,"Mere Yaaraa (From ""Sooryavanshi"") Arijit Singh Mere Yaaraa (From ""Sooryavanshi"")"
12,Stebin Ben,Thoda Thoda Pyaar,Thoda Thoda Pyaar,73,https://i.scdn.co/image/ab67616d0000b273ab75b015b6f615baeb638d11,0.706,0.527,5,-8.706,0,0.0269,0.000169,0.112,0.144,103.008,Thoda Thoda Pyaar Stebin Ben Thoda Thoda Pyaar
13,Javed Ali,"Srivalli (From ""Pushpa The Rise Part - 01"")","Srivalli (From ""Pushpa The Rise Part - 01"")",73,https://i.scdn.co/image/ab67616d0000b2738074d75f0e453804efcec351,0.787,0.603,9,-4.781,1,0.034,0.0,0.101,0.743,106.984,"Srivalli (From ""Pushpa The Rise Part - 01"") Javed Ali Srivalli (From ""Pushpa The Rise Part - 01"")"
14,Pritam,Jab We Met,Tum Se Hi,73,https://i.scdn.co/image/ab67616d0000b27352fe6875028c892308ffc2f7,0.609,0.538,6,-7.842,1,0.0273,0.0,0.125,0.608,130.015,Tum Se Hi Pritam Jab We Met
15,Tanishk Bagchi,"Makhna (From ""Drive"")",Makhna,72,https://i.scdn.co/image/ab67616d0000b273cd8c79c1a7a7af5ce49325c4,0.696,0.704,1,-7.876,1,0.0423,0.0,0.155,0.426,124.972,"Makhna Tanishk Bagchi Makhna (From ""Drive"")"
16,Pritam,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),Tera Hone Laga Hoon,72,https://i.scdn.co/image/ab67616d0000b273f77a84e6e8fe67deecc242dd,0.684,0.771,8,-5.353,1,0.0307,0.0,0.112,0.539,119.982,Tera Hone Laga Hoon Pritam Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack)
17,Various Artists,"Duniyaa (From ""Luka Chuppi"")","Duniyaa (From ""Luka Chuppi"")",72,https://i.scdn.co/image/ab67616d0000b2737b93fd8b0ade33ceb9d536de,0.435,0.658,7,-5.949,0,0.0368,0.0,0.125,0.524,77.17,"Duniyaa (From ""Luka Chuppi"") Various Artists Duniyaa (From ""Luka Chuppi"")"
18,Vishal-Shekhar,Bachna Ae Haseeno,Khuda Jaane,72,https://i.scdn.co/image/ab67616d0000b273bbf3d637aeed029149e2d341,0.382,0.632,8,-6.393,1,0.0411,0.000486,0.0922,0.716,78.936,Khuda Jaane Vishal-Shekhar Bachna Ae Haseeno
19,Pritam,Yeh Jawaani Hai Deewani,Kabira,72,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,0.59,0.555,2,-6.861,1,0.0271,0.0,0.192,0.191,84.027,Kabira Pritam Yeh Jawaani Hai Deewani
20,A.R. Rahman,Tamasha,Agar Tum Saath Ho,72,https://i.scdn.co/image/ab67616d0000b273da50894e074ecd5ce61de0a1,0.562,0.519,3,-8.744,1,0.0326,0.000268,0.172,0.415,122.925,Agar Tum Saath Ho A.R. Rahman Tamasha
21,Pritam,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),Tu Jaane Na,71,https://i.scdn.co/image/ab67616d0000b273f77a84e6e8fe67deecc242dd,0.702,0.86,7,-3.969,1,0.0345,1.33e-06,0.133,0.829,120.042,Tu Jaane Na Pritam Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack)
22,Jatin-Lalit,Fanaa,Chand Sifarish,71,https://i.scdn.co/image/ab67616d0000b273d2be316742edcc853ea55141,0.829,0.665,2,-8.128,1,0.0868,1.75e-05,0.123,0.861,122.043,Chand Sifarish Jatin-Lalit Fanaa
23,Sachin-Jigar,Shor in the City (Original Motion Picture Soundtrack),Saibo,71,https://i.scdn.co/image/ab67616d0000b2731aac2079e5047e1bfd1b59d9,0.619,0.429,2,-7.867,1,0.028,1.35e-05,0.136,0.545,90.058,Saibo Sachin-Jigar Shor in the City (Original Motion Picture Soundtrack)
24,A.R. Rahman,"Rait Zara Si (From ""Atrangi Re"")","Rait Zara Si (From ""Atrangi Re"")",71,https://i.scdn.co/image/ab67616d0000b273004f83c1be7d66c4677b32a8,0.563,0.495,2,-10.272,1,0.0362,0.0,0.0837,0.244,125.998,"Rait Zara Si (From ""Atrangi Re"") A.R. Rahman Rait Zara Si (From ""Atrangi Re"")"
25,Salim–Sulaiman,Rab Ne Bana Di Jodi (Original),Tujh Mein Rab Dikhta Hai,71,https://i.scdn.co/image/ab67616d0000b2731555fec10000486f9331fbc8,0.56,0.604,8,-8.732,1,0.0866,1.12e-06,0.176,0.75,84.784,Tujh Mein Rab Dikhta Hai Salim–Sulaiman Rab Ne Bana Di Jodi (Original)
26,A.R. Rahman,Mimi (Original Motion Picture Soundtrack),Param Sundari,71,https://i.scdn.co/image/ab67616d0000b2731c7bfe8d9d66076ac648c4a1,0.815,0.761,4,-7.162,0,0.144,0.0,0.0272,0.82,121.999,Param Sundari A.R. Rahman Mimi (Original Motion Picture Soundtrack)
27,Stebin Ben,Mera Dil Bhi Kitna Pagal Hai (Recreated Version),Mera Dil Bhi Kitna Pagal Hai - Recreated Version,71,https://i.scdn.co/image/ab67616d0000b2739f7e835fc8eab59d428dec86,0.601,0.733,6,-5.987,0,0.0362,1.73e-06,0.406,0.375,94.017,Mera Dil Bhi Kitna Pagal Hai - Recreated Version Stebin Ben Mera Dil Bhi Kitna Pagal Hai (Recreated Version)
28,Diljit Dosanjh,MoonChild Era,Lover,71,https://i.scdn.co/image/ab67616d0000b2733b8fbe2d8b25ca2bfddf5b16,0.827,0.587,9,-5.531,0,0.113,0.0,0.0727,0.774,119.936,Lover Diljit Dosanjh MoonChild Era
29,Pritam,Jannat (Original Motion Picture Soundtrack),Zara Sa,71,https://i.scdn.co/image/ab67616d0000b273727d531901c07a499498c544,0.468,0.91,11,-3.057,0,0.051,0.000304,0.271,0.694,163.842,Zara Sa Pritam Jannat (Original Motion Picture Soundtrack)
30,Various Artists,Shiddat,Barbaadiyan,71,https://i.scdn.co/image/ab67616d0000b273e4c77dc1b6c85c754f7f136c,0.758,0.57,6,-8.645,0,0.0462,2.47e-06,0.184,0.567,126.966,Barbaadiyan Various Artists Shiddat
31,Mithoon,Aashiqui 2,Tum Hi Ho,70,https://i.scdn.co/image/ab67616d0000b273348468c203278d510f0cbc5a,0.528,0.449,5,-6.25,0,0.025,0.0,0.122,0.317,94.058,Tum Hi Ho Mithoon Aashiqui 2
32,Pritam,Yeh Jawaani Hai Deewani,Subhanallah,70,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,0.302,0.493,9,-5.038,1,0.0451,0.0,0.134,0.457,88.904,Subhanallah Pritam Yeh Jawaani Hai Deewani
33,Pritam,Tum Mile (Original Motion Picture Soundtrack),Dil Ibaadat,70,https://i.scdn.co/image/ab67616d0000b273bcb8ec035de7b2dda0f74660,0.59,0.859,2,-5.005,0,0.0416,0.0,0.286,0.634,149.966,Dil Ibaadat Pritam Tum Mile (Original Motion Picture Soundtrack)
34,Ayushmann Khurrana,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",70,https://i.scdn.co/image/ab67616d0000b273cb75480c8f75cf7d5d422996,0.701,0.638,6,-3.711,1,0.302,0.0,0.153,0.813,177.867,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"") Ayushmann Khurrana Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")"
35,Arijit Singh,"Pal Pal Dil Ke Paas- Title Track (From ""Pal Pal Dil Ke Paas"")",Pal Pal Dil Ke Paas- Title Track,70,https://i.scdn.co/image/ab67616d0000b273c37f0437b5edc4e5eb77659d,0.56,0.512,1,-7.185,0,0.0333,0.0,0.056,0.39,123.991,"Pal Pal Dil Ke Paas- Title Track Arijit Singh Pal Pal Dil Ke Paas- Title Track (From ""Pal Pal Dil Ke Paas"")"
36,A.R. Rahman,Jodhaa Akbar (Original Motion Picture Soundtrack),Jashn-E-Bahaaraa,70,https://i.scdn.co/image/ab67616d0000b27346131d4d7919c5cacd15c7d3,0.7,0.343,2,-10.474,1,0.0308,0.0,0.0789,0.488,137.864,Jashn-E-Bahaaraa A.R. Rahman Jodhaa Akbar (Original Motion Picture Soundtrack)
37,Amit Trivedi,Kedarnath,Qaafirana,70,https://i.scdn.co/image/ab67616d0000b2738c72151621d5c60ed768d010,0.417,0.433,4,-8.958,1,0.0415,0.0,0.123,0.207,169.92,Qaafirana Amit Trivedi Kedarnath
38,Vishal-Shekhar,"Ghungroo (From ""War"")","Ghungroo (From ""War"")",69,https://i.scdn.co/image/ab67616d0000b273281650a8e8c5d04658d31ac1,0.695,0.727,6,-6.274,0,0.0323,0.000175,0.533,0.864,118.034,"Ghungroo (From ""War"") Vishal-Shekhar Ghungroo (From ""War"")"
39,Various Artists,Bareilly Ki Barfi,Nazm Nazm,69,https://i.scdn.co/image/ab67616d0000b27384aa52f0a400ecfd7a30a115,0.62,0.627,7,-6.187,1,0.0307,0.0,0.133,0.557,82.008,Nazm Nazm Various Artists Bareilly Ki Barfi
40,A.R. Rahman,Raanjhanaa (Original Motion Picture Soundtrack),Raanjhanaa,69,https://i.scdn.co/image/ab67616d0000b273a00249b8bf77312ec156dd4b,0.673,0.714,9,-8.042,1,0.039,0.0,0.0858,0.78,112.941,Raanjhanaa A.R. Rahman Raanjhanaa (Original Motion Picture Soundtrack)
41,Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Channa Mereya,69,https://i.scdn.co/image/ab67616d0000b273bca30634e6cad10b97c03d21,0.476,0.788,9,-4.821,0,0.0446,2.49e-05,0.106,0.746,90.066,Channa Mereya Pritam Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition]
42,Jeet Gannguli,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Hamari Adhuri Kahani (Title Track),69,https://i.scdn.co/image/ab67616d0000b273b0f9ceb59927ab76fe6269be,0.223,0.359,0,-7.569,1,0.0312,0.0,0.133,0.193,73.059,Hamari Adhuri Kahani (Title Track) Jeet Gannguli Hamari Adhuri Kahani (Original Motion Picture Soundtrack)
43,Amaal Mallik,Airlift,Soch Na Sake,69,https://i.scdn.co/image/ab67616d0000b2736b047c1401c8c18a54e4377d,0.505,0.667,9,-5.797,1,0.0323,0.0,0.213,0.516,151.728,Soch Na Sake Amaal Mallik Airlift
44,Mithoon,"Jaan Ban Gaye (From ""Khuda Haafiz"")",Jaan Ban Gaye,69,https://i.scdn.co/image/ab67616d0000b273bb448da1ca2deeadd6813bf0,0.537,0.419,11,-11.585,1,0.0414,1.07e-05,0.107,0.292,132.261,"Jaan Ban Gaye Mithoon Jaan Ban Gaye (From ""Khuda Haafiz"")"
45,Pritam,Agent Vinod,Raabta,69,https://i.scdn.co/image/ab67616d0000b273e810a88d506b30bdc0935247,0.657,0.581,0,-8.108,1,0.0298,1.82e-05,0.116,0.323,118.037,Raabta Pritam Agent Vinod
46,Bohemia,Same Beef,Same Beef,69,https://i.scdn.co/image/ab67616d0000b273d6181999e3c1c1bb525f9989,0.779,0.854,9,-4.958,1,0.219,0.0,0.21,0.379,91.992,Same Beef Bohemia Same Beef
47,Payal Dev,"Tum Hi Aana (From ""Marjaavaan"")","Tum Hi Aana (From ""Marjaavaan"")",69,https://i.scdn.co/image/ab67616d0000b2736539071e0f1833190a491d4d,0.473,0.401,4,-7.018,0,0.0241,1.17e-05,0.154,0.345,90.076,"Tum Hi Aana (From ""Marjaavaan"") Payal Dev Tum Hi Aana (From ""Marjaavaan"")"
48,Vishal-Shekhar,Om Shanti Om,Ajab Si,69,https://i.scdn.co/image/ab67616d0000b273675b3f7dea80153c73581e5e,0.697,0.438,8,-8.411,1,0.0289,0.0,0.293,0.58,117.954,Ajab Si Vishal-Shekhar Om Shanti Om
49,Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),Ishq Wala Love,69,https://i.scdn.co/image/ab67616d0000b273ad40f4e70b2f2a2a6052d49d,0.711,0.295,0,-12.377,0,0.0334,4.51e-05,0.0782,0.694,135.041,Ishq Wala Love Vishal-Shekhar Student of the Year (Original Motion Picture Soundtrack)
50,Vishal Mishra,"Naacho Naacho (From ""Rrr"")","Naacho Naacho (From ""Rrr"")",69,https://i.scdn.co/image/ab67616d0000b2734c30b2c8eaa6ed1b01c518a6,0.438,0.986,10,-3.384,0,0.14,0.000343,0.0773,0.736,159.894,"Naacho Naacho (From ""Rrr"") Vishal Mishra Naacho Naacho (From ""Rrr"")"
51,Various Artists,Half Girlfriend,Baarish,69,https://i.scdn.co/image/ab67616d0000b273ba3f6c327832f97378d44183,0.465,0.769,0,-3.209,1,0.0325,0.0,0.108,0.473,87.961,Baarish Various Artists Half Girlfriend
52,Jeet Gannguli,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Hasi - Male Version,68,https://i.scdn.co/image/ab67616d0000b273b0f9ceb59927ab76fe6269be,0.296,0.581,6,-5.945,0,0.0338,0.0,0.0577,0.231,147.935,Hasi - Male Version Jeet Gannguli Hamari Adhuri Kahani (Original Motion Picture Soundtrack)
53,Pritam,Once Upon A Time In Mumbaai,Pee Loon,68,https://i.scdn.co/image/ab67616d0000b273df934f4de5f8dd46f8d75f5f,0.656,0.721,8,-5.064,1,0.0364,0.000139,0.188,0.883,83.95,Pee Loon Pritam Once Upon A Time In Mumbaai
54,Vishal-Shekhar,Ra-One,Chammak Challo,68,https://i.scdn.co/image/ab67616d0000b27344aa56e23e3a89802e6c6347,0.742,0.879,0,-4.274,0,0.0328,7.17e-06,0.0981,0.936,133.946,Chammak Challo Vishal-Shekhar Ra-One
55,Shaarib Toshi,"Bandeya (feat. Arijit Singh) [From ""Dil Juunglee""]","Bandeya (feat. Arijit Singh) - From ""Dil Juunglee""",68,https://i.scdn.co/image/ab67616d0000b2735cd31847e786b7e1e185e062,0.465,0.551,7,-6.58,1,0.0362,6.03e-06,0.109,0.415,89.459,"Bandeya (feat. Arijit Singh) - From ""Dil Juunglee"" Shaarib Toshi Bandeya (feat. Arijit Singh) [From ""Dil Juunglee""]"
56,Imran Khan,Bewafa,Bewafa,68,https://i.scdn.co/image/ab67616d0000b273a9eec0d67cbe4aa4e12ef659,0.704,0.563,4,-4.739,0,0.0297,0.0,0.133,0.0739,94.037,Bewafa Imran Khan Bewafa
57,Various Artists,Sakhiyan2.0 - BellBottom,Sakhiyan2.0,68,https://i.scdn.co/image/ab67616d0000b273c439bb00ab53ff82d8622064,0.817,0.715,9,-5.13,1,0.0484,0.0,0.214,0.398,100.002,Sakhiyan2.0 Various Artists Sakhiyan2.0 - BellBottom
58,Atif Aslam,Pehli Dafa,Pehli Dafa,68,https://i.scdn.co/image/ab67616d0000b273afd2bc3f876235be94c0d36d,0.679,0.537,4,-7.843,1,0.0322,3.34e-06,0.108,0.481,111.979,Pehli Dafa Atif Aslam Pehli Dafa
59,Imran Khan,Amplifier,Amplifier,68,https://i.scdn.co/image/ab67616d0000b273c5d1a94935357d8c7e61ed72,0.727,0.714,2,-4.494,1,0.0872,0.0,0.153,0.618,164.003,Amplifier Imran Khan Amplifier
60,Tesher,Young Shahrukh,Young Shahrukh,68,https://i.scdn.co/image/ab67616d0000b273c9c2d09161fe348951d06e35,0.909,0.449,8,-9.912,0,0.263,0.0,0.087,0.685,95.001,Young Shahrukh Tesher Young Shahrukh
61,A.R. Rahman,OK Jaanu (Original Motion Picture Soundtrack),Enna Sona,68,https://i.scdn.co/image/ab67616d0000b2737f59a7efcdad7a7b22d87878,0.717,0.416,7,-9.875,0,0.0303,1.43e-06,0.0976,0.381,100.026,Enna Sona A.R. Rahman OK Jaanu (Original Motion Picture Soundtrack)
62,Shankar-Ehsaan-Loy,2 States,Mast Magan,68,https://i.scdn.co/image/ab67616d0000b273c7b8d39b1e113845906984ab,0.659,0.774,7,-7.014,1,0.0372,0.000333,0.185,0.883,82.995,Mast Magan Shankar-Ehsaan-Loy 2 States
63,Ritviz,Baaraat,Baaraat,67,https://i.scdn.co/image/ab67616d0000b27335d8a18e284344886486f44f,0.678,0.449,4,-9.379,0,0.0869,0.0,0.536,0.606,100.033,Baaraat Ritviz Baaraat
64,Jubin Nautiyal,Lut Gaye,Lut Gaye,67,https://i.scdn.co/image/ab67616d0000b2738634403946cb8f08b83e4c40,0.638,0.785,10,-2.612,1,0.044,0.0,0.245,0.515,91.101,Lut Gaye Jubin Nautiyal Lut Gaye
65,Mithoon,"Aashiqui Aa Gayi (From ""Radhe Shyam"")","Aashiqui Aa Gayi(From ""Radhe Shyam"")",67,https://i.scdn.co/image/ab67616d0000b2737adb02431bdc9627595deb10,0.527,0.495,10,-7.783,0,0.0353,0.0,0.127,0.474,122.826,"Aashiqui Aa Gayi(From ""Radhe Shyam"") Mithoon Aashiqui Aa Gayi (From ""Radhe Shyam"")"
66,Sunidhi Chauhan,"Saami Saami (From ""Pushpa The Rise Part - 01"")","Saami Saami (From ""Pushpa The Rise Part - 01"")",67,https://i.scdn.co/image/ab67616d0000b27340ed2429b33f173ea6346287,0.837,0.801,5,-4.978,0,0.308,1.03e-06,0.174,0.908,139.894,"Saami Saami (From ""Pushpa The Rise Part - 01"") Sunidhi Chauhan Saami Saami (From ""Pushpa The Rise Part - 01"")"
67,Pritam,"Shayad (From ""Love Aaj Kal"")","Shayad (From ""Love Aaj Kal"")",67,https://i.scdn.co/image/ab67616d0000b2735ce250ed772675c347a34f64,0.487,0.456,8,-7.144,1,0.0319,1.79e-06,0.141,0.348,136.088,"Shayad (From ""Love Aaj Kal"") Pritam Shayad (From ""Love Aaj Kal"")"
68,Various Artists,Kabir Singh,Tujhe Kitna Chahne Lage,67,https://i.scdn.co/image/ab67616d0000b273c5545f737b16ad5ee767b62a,0.395,0.397,11,-7.556,1,0.0368,0.0,0.11,0.303,70.568,Tujhe Kitna Chahne Lage Various Artists Kabir Singh
69,Sachet Tandon,"Bekhayali (From ""Kabir Singh"")","Bekhayali (From ""Kabir Singh"")",67,https://i.scdn.co/image/ab67616d0000b27390d98409f70719daa0dc0421,0.308,0.585,9,-5.18,0,0.0428,0.0,0.319,0.345,171.843,"Bekhayali (From ""Kabir Singh"") Sachet Tandon Bekhayali (From ""Kabir Singh"")"
70,Mannan Shaah,Namaste England (Original Motion Picture Soundtrack),Proper Patola,67,https://i.scdn.co/image/ab67616d0000b273dd8f11e5b3c77cd2a9517ee0,0.77,0.824,1,-6.491,0,0.0851,0.0,0.318,0.49,172.006,Proper Patola Mannan Shaah Namaste England (Original Motion Picture Soundtrack)
71,Various Artists,Rustom,Tere Sang Yaara,67,https://i.scdn.co/image/ab67616d0000b273c202064e0775440dacef8802,0.539,0.551,8,-7.351,1,0.0361,0.0,0.124,0.556,75.899,Tere Sang Yaara Various Artists Rustom
72,Jubin Nautiyal,Dil Galti Kar Baitha Hai,Dil Galti Kar Baitha Hai,67,https://i.scdn.co/image/ab67616d0000b2739a0cfca9e6c069d1a53b962b,0.612,0.78,1,-5.123,0,0.0814,0.0,0.0593,0.554,92.059,Dil Galti Kar Baitha Hai Jubin Nautiyal Dil Galti Kar Baitha Hai
73,Mithoon,Aashiqui 2,Sunn Raha Hai,67,https://i.scdn.co/image/ab67616d0000b273348468c203278d510f0cbc5a,0.394,0.641,0,-6.493,0,0.0312,0.0,0.0958,0.335,81.932,Sunn Raha Hai Mithoon Aashiqui 2
74,Shankar-Ehsaan-Loy,Karthik Calling Karthik,Uff Teri Adaa,67,https://i.scdn.co/image/ab67616d0000b2730e0eae488b99b7c7b901f659,0.647,0.792,2,-9.815,1,0.0373,5.82e-05,0.054,0.306,132.032,Uff Teri Adaa Shankar-Ehsaan-Loy Karthik Calling Karthik
75,Pritam,Once Upon Ay Time In Mumbai Dobaara !,Ye Tune Kya Kiya,67,https://i.scdn.co/image/ab67616d0000b273fe77bd21eb38ff74b5f21524,0.578,0.798,7,-6.01,1,0.0699,0.0,0.111,0.728,91.96,Ye Tune Kya Kiya Pritam Once Upon Ay Time In Mumbai Dobaara !
76,Himesh Reshammiya,Khiladi 786,Hookah Bar,66,https://i.scdn.co/image/ab67616d0000b27333f89bc08b2d9cda09a857a1,0.73,0.656,11,-5.07,1,0.0294,0.00271,0.108,0.743,131.04,Hookah Bar Himesh Reshammiya Khiladi 786
77,Ram Sampath,Fukrey,Ambarsariya,66,https://i.scdn.co/image/ab67616d0000b2739701faf1c34cc355fd3cd3c0,0.649,0.458,4,-7.632,0,0.0446,0.0,0.113,0.748,180.071,Ambarsariya Ram Sampath Fukrey
78,Vishal-Shekhar,Anjaana Anjaani,Tujhe Bhula Diya,66,https://i.scdn.co/image/ab67616d0000b2731da0a37c5bad81580d49ef05,0.644,0.423,11,-8.702,0,0.0324,0.0,0.11,0.509,131.903,Tujhe Bhula Diya Vishal-Shekhar Anjaana Anjaani
79,Various Artists,Baar Baar Dekho (Original Motion Picture Soundtrack),Teri Khair Mangdi,66,https://i.scdn.co/image/ab67616d0000b27303c03da08efb9051d8fae5d5,0.718,0.58,2,-5.149,0,0.028,0.0,0.196,0.31,97.979,Teri Khair Mangdi Various Artists Baar Baar Dekho (Original Motion Picture Soundtrack)
80,Harrdy Sandhu,Kya Baat Ay,Kya Baat Ay,66,https://i.scdn.co/image/ab67616d0000b27331cc2963f1615892af6a9f93,0.849,0.592,6,-4.309,0,0.102,2.39e-06,0.108,0.652,89.966,Kya Baat Ay Harrdy Sandhu Kya Baat Ay
81,Vishal-Shekhar,Hasee Toh Phasee (Original Motion Picture Soundtrack),Ishq Bulaava,66,https://i.scdn.co/image/ab67616d0000b2732025db071cd9dd7e8023e01e,0.579,0.713,7,-7.334,1,0.0318,3.33e-05,0.118,0.635,159.915,Ishq Bulaava Vishal-Shekhar Hasee Toh Phasee (Original Motion Picture Soundtrack)
82,Pritam,Bhool Bhulaiyaa 2,Hum Nashe Mein Toh Nahin,66,https://i.scdn.co/image/ab67616d0000b273e556be74aa44d32fb822706f,0.572,0.736,11,-7.768,1,0.0658,0.0,0.128,0.778,85.035,Hum Nashe Mein Toh Nahin Pritam Bhool Bhulaiyaa 2
83,B Praak,Filhaal2 Mohabbat,Filhaal2 Mohabbat,66,https://i.scdn.co/image/ab67616d0000b273279e732c44948f9d56aa5413,0.574,0.578,9,-3.188,0,0.0343,0.0,0.114,0.274,85.186,Filhaal2 Mohabbat B Praak Filhaal2 Mohabbat
84,QARAN,Haaye Oye (feat. Ash King),Haaye Oye (feat. Ash King),66,https://i.scdn.co/image/ab67616d0000b27365d44c21dd261a89fd24d50f,0.633,0.727,11,-4.104,0,0.0383,0.0,0.153,0.543,123.959,Haaye Oye (feat. Ash King) QARAN Haaye Oye (feat. Ash King)
85,Asim Azhar,"Ghalat Fehmi (From ""Superstar"")","Ghalat Fehmi - From ""Superstar""",66,https://i.scdn.co/image/ab67616d0000b2736791de7e8fc53f8710a8ca17,0.758,0.588,11,-7.777,0,0.091,9.3e-05,0.189,0.796,134.014,"Ghalat Fehmi - From ""Superstar"" Asim Azhar Ghalat Fehmi (From ""Superstar"")"
86,Various Artists,Kesari,Ve Maahi,66,https://i.scdn.co/image/ab67616d0000b273098f7d9926a009e528d7501e,0.65,0.551,0,-6.906,1,0.0274,0.0,0.219,0.294,102.934,Ve Maahi Various Artists Kesari
87,Pritam,Yeh Jawaani Hai Deewani,Ilahi,66,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4,0.593,0.967,9,-5.767,1,0.0907,2.54e-05,0.105,0.452,131.988,Ilahi Pritam Yeh Jawaani Hai Deewani
88,Various Artists,Ek Villain,Humdard,66,https://i.scdn.co/image/ab67616d0000b273a2ef89ae0f8d1848081c1449,0.572,0.541,5,-6.45,1,0.0245,0.0,0.111,0.266,87.01,Humdard Various Artists Ek Villain
89,Mithoon,The Train,Beete Lamhein,66,https://i.scdn.co/image/ab67616d0000b27351d1cd8d46cbcd8fd4508356,0.257,0.583,7,-8.185,1,0.0429,0.000289,0.146,0.217,160.127,Beete Lamhein Mithoon The Train
90,Various Artists,Gangster,Tu Hi Meri Shab Hai,66,https://i.scdn.co/image/ab67616d0000b2732e42c0118771f7805eb9719b,0.568,0.726,9,-6.087,0,0.0366,0.000764,0.122,0.564,118.842,Tu Hi Meri Shab Hai Various Artists Gangster
