,artist,album,track_name,popularity,img_url,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,text_data
540,Adnan Sami,Kabhi To Nazar Milao/Bheegi Bheegi raton Mein,Kabhi To Nazar Milao,48,https://i.scdn.co/image/ab67616d0000b273d5aa4ab5816b75f33aa0758b,0.588,0.493,0,-9.696,1,0.0241,0.0,0.111,0.615,98.017,Kabhi To Nazar Milao Adnan Sami Kabhi To Nazar Milao/Bheegi Bheegi raton Mein
541,Akull,Faraar,Faraar,48,https://i.scdn.co/image/ab67616d0000b2734cf8c2682f151b06bfb61c7c,0.828,0.561,11,-4.626,0,0.036,0.0,0.0773,0.645,97.036,Faraar Akull Faraar
542,Abhijeet,My Best Collection,"Chaand Taare (From ""Yes Boss"")",48,https://i.scdn.co/image/ab67616d0000b2735815d1c8cd5058107eef3d72,0.677,0.444,7,-14.141,1,0.0456,1.31e-06,0.113,0.613,91.798,"Chaand Taare (From ""Yes Boss"") Abhijeet My Best Collection"
543,Vishal-Shekhar,Best of Me Vishal Shekhar,"Desi Girl (From ""Dostana"")",48,https://i.scdn.co/image/ab67616d0000b27308b50e32ff13af7fc8db6969,0.746,0.924,8,-6.057,1,0.0442,0.00279,0.097,0.807,136.051,"Desi Girl (From ""Dostana"") Vishal-Shekhar Best of Me Vishal Shekhar"
544,Various Artists,Alone,Katra Katra,48,https://i.scdn.co/image/ab67616d0000b2734de0eb90195639855b795f4e,0.578,0.598,2,-5.065,0,0.0293,2.95e-06,0.134,0.245,87.994,Katra Katra Various Artists Alone
545,Anand Raj Anand,Major Saab,Pyar Kiya To Nibhana,48,https://i.scdn.co/image/ab67616d0000b2739f8ea8c6bcd5b9cca33673e2,0.715,0.583,7,-12.236,1,0.164,0.0,0.136,0.525,94.026,Pyar Kiya To Nibhana Anand Raj Anand Major Saab
546,Jay Sean,Nakhre (Eyes on You 2),Nakhre (Eyes on You 2),48,https://i.scdn.co/image/ab67616d0000b273b6f031ac4fa260078f055a4f,0.686,0.875,0,-5.798,1,0.0473,0.00043,0.412,0.78,99.999,Nakhre (Eyes on You 2) Jay Sean Nakhre (Eyes on You 2)
547,A.R. Rahman,Ar Rahman Musique,"Guzarish (From ""Ghajini"")",48,https://i.scdn.co/image/ab67616d0000b273db3bc20de33730b582169c87,0.595,0.624,9,-10.943,0,0.0603,0.0,0.114,0.647,170.001,"Guzarish (From ""Ghajini"") A.R. Rahman Ar Rahman Musique"
548,Rashmeet Kaur,Bajre Da Sitta,Bajre Da Sitta,48,https://i.scdn.co/image/ab67616d0000b273ad0addd56e94af3ceefc77a1,0.878,0.683,1,-6.543,1,0.131,5.15e-06,0.0502,0.851,89.999,Bajre Da Sitta Rashmeet Kaur Bajre Da Sitta
549,Various Artists,Gully Boy,Asli Hip Hop,48,https://i.scdn.co/image/ab67616d0000b2736c2ea95b9e2e15503f37756c,0.667,0.641,8,-11.009,1,0.609,0.0,0.311,0.963,169.968,Asli Hip Hop Various Artists Gully Boy
550,M. M. Kreem,Special 26,Mujh Mein Tu,48,https://i.scdn.co/image/ab67616d0000b2737840b2af41326ed0cc61e89d,0.591,0.519,0,-6.678,1,0.0299,1.52e-06,0.103,0.276,130.052,Mujh Mein Tu M. M. Kreem Special 26
551,Various Artists,Happy New Year,India Waale,48,https://i.scdn.co/image/ab67616d0000b273295f7adceff63a32bbcf95f2,0.72,0.753,4,-5.453,1,0.131,0.0,0.0707,0.619,128.016,India Waale Various Artists Happy New Year
552,Jatin-Lalit,Phir Bhi Dil Hai Hindustani (Original Motion Picture Soundtrack),Banke Tera Jogi,48,https://i.scdn.co/image/ab67616d0000b273ea07c69b16f11f7e0c09c9e1,0.765,0.831,1,-6.792,1,0.109,0.0,0.0649,0.837,99.146,Banke Tera Jogi Jatin-Lalit Phir Bhi Dil Hai Hindustani (Original Motion Picture Soundtrack)
553,Mickey Singh,Ptola,Ptola,48,https://i.scdn.co/image/ab67616d0000b273fdc0a482a6aa0866317600e9,0.709,0.8,5,-5.21,1,0.0369,0.0,0.0866,0.447,93.006,Ptola Mickey Singh Ptola
554,Sachin-Jigar,Kyaa Super Kool Hain Hum,Shirt Da Button,48,https://i.scdn.co/image/ab67616d0000b273cc77fe5904f0f839e9f376c2,0.658,0.767,0,-5.477,1,0.151,0.0,0.551,0.762,89.985,Shirt Da Button Sachin-Jigar Kyaa Super Kool Hain Hum
555,Various Artists,"Sholay (From ""RRR"")","Sholay (From ""RRR"")",48,https://i.scdn.co/image/ab67616d0000b273d3011683d0264bdbf3fd4890,0.784,0.938,11,-5.365,0,0.217,0.0026,0.332,0.751,139.95,"Sholay (From ""RRR"") Various Artists Sholay (From ""RRR"")"
556,Various Artists,Sanam Re,Tum Bin,48,https://i.scdn.co/image/ab67616d0000b273be42c9c9b63ed5ace22af441,0.627,0.54,7,-5.928,1,0.0304,0.0243,0.107,0.229,116.843,Tum Bin Various Artists Sanam Re
557,Pritam,Love Aaj Kal (Original Motion Picture Soundtrack),Ajj Din Chadheya,48,https://i.scdn.co/image/ab67616d0000b27385a760b97fd9afe045e9ff2d,0.585,0.688,9,-4.553,1,0.0722,6.7e-06,0.121,0.814,85.871,Ajj Din Chadheya Pritam Love Aaj Kal (Original Motion Picture Soundtrack)
558,Sanjeev Darshan,Mann (Original Motion Picture Soundtrack),Mera Mann,48,https://i.scdn.co/image/ab67616d0000b273f993d7342f6be9090e38ebcb,0.405,0.762,8,-9.49,1,0.0629,2.21e-06,0.157,0.721,129.704,Mera Mann Sanjeev Darshan Mann (Original Motion Picture Soundtrack)
559,A.R. Rahman,Guru (Original Motion Picture Soundtrack),Mayya,47,https://i.scdn.co/image/ab67616d0000b2730504fdf58bae8cd52dd13047,0.746,0.565,4,-8.993,0,0.101,0.000286,0.0904,0.462,100.972,Mayya A.R. Rahman Guru (Original Motion Picture Soundtrack)
560,Various Artists,Khamoshi- The Musical,Bahon Ke Darmiyan - Khamoshi - The Musical / Soundtrack Version,47,https://i.scdn.co/image/ab67616d0000b2739bf25039733399650b2267a9,0.596,0.437,9,-11.855,1,0.0337,1.52e-05,0.139,0.446,108.721,Bahon Ke Darmiyan - Khamoshi - The Musical / Soundtrack Version Various Artists Khamoshi- The Musical
561,Anu Malik,Ishq (Original Motion Picture Soundtrack),Ishq Hua Kaise Hua,47,https://i.scdn.co/image/ab67616d0000b2732ecc4dcd190f35460f8c7573,0.479,0.747,6,-6.227,0,0.0692,0.000728,0.422,0.502,79.323,Ishq Hua Kaise Hua Anu Malik Ishq (Original Motion Picture Soundtrack)
562,Anu Malik,Ishq (Original Motion Picture Soundtrack),Humko Tumse Pyar Hai,47,https://i.scdn.co/image/ab67616d0000b2732ecc4dcd190f35460f8c7573,0.85,0.765,2,-6.487,1,0.135,0.000268,0.837,0.73,124.891,Humko Tumse Pyar Hai Anu Malik Ishq (Original Motion Picture Soundtrack)
563,Jatin-Lalit,Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack),Ho Gaya Hai Tujhko To Pyar Sajna,47,https://i.scdn.co/image/ab67616d0000b2730553935df95aaa9381f4fc66,0.489,0.575,7,-11.64,0,0.047,7.64e-06,0.238,0.579,100.212,Ho Gaya Hai Tujhko To Pyar Sajna Jatin-Lalit Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack)
564,Shreya Ghoshal,Best Of Shreya Ghoshal,"Ye Ishq Hai (From ""Jab We Met"")",47,https://i.scdn.co/image/ab67616d0000b2737842884286c2e45e5c059c57,0.823,0.637,5,-7.127,0,0.159,2.15e-06,0.255,0.873,118.043,"Ye Ishq Hai (From ""Jab We Met"") Shreya Ghoshal Best Of Shreya Ghoshal"
565,Jatin-Lalit,Pyaar Kiya To Darna Kya,Deewana Main Chala,47,https://i.scdn.co/image/ab67616d0000b2732f10008df8b756ce27e72813,0.663,0.804,2,-6.98,1,0.0356,0.000299,0.224,0.943,108.074,Deewana Main Chala Jatin-Lalit Pyaar Kiya To Darna Kya
566,Saaj Bhatt,Tera Ho Raha Hoon,Tera Ho Raha Hoon,47,https://i.scdn.co/image/ab67616d0000b27390e06a3cdfcc4c6911c6b44f,0.453,0.407,9,-7.055,1,0.0308,0.0,0.128,0.48,77.141,Tera Ho Raha Hoon Saaj Bhatt Tera Ho Raha Hoon
567,Pritam,De Dana Dan (Original Motion Picture Soundtrack),Baamulaiza,47,https://i.scdn.co/image/ab67616d0000b273fdfb5a9874443a0e39febd7d,0.832,0.919,1,-5.452,1,0.0926,0.0,0.048,0.958,104.025,Baamulaiza Pritam De Dana Dan (Original Motion Picture Soundtrack)
568,Shankar-Ehsaan-Loy,Bunty Aur Babli,Chup Chup Ke,47,https://i.scdn.co/image/ab67616d0000b273fb15b0d84124e875b0b0494c,0.715,0.743,6,-7.491,0,0.0337,0.00217,0.0983,0.259,116.962,Chup Chup Ke Shankar-Ehsaan-Loy Bunty Aur Babli
569,Vishal-Shekhar,Best of Me Vishal Shekhar,"Jaane Kyun (From ""Dostana"")",47,https://i.scdn.co/image/ab67616d0000b27308b50e32ff13af7fc8db6969,0.778,0.812,4,-8.561,0,0.046,8.28e-06,0.243,0.791,99.962,"Jaane Kyun (From ""Dostana"") Vishal-Shekhar Best of Me Vishal Shekhar"
570,Aditya A,Chaand Baaliyan (Girl Let Me Tell You),Chaand Baaliyan - Girl Let Me Tell You,47,https://i.scdn.co/image/ab67616d0000b27341dd03718312a67e145e2fc3,0.718,0.801,0,-4.54,1,0.0543,0.00276,0.196,0.782,99.975,Chaand Baaliyan - Girl Let Me Tell You Aditya A Chaand Baaliyan (Girl Let Me Tell You)
571,Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),Ratta Maar,47,https://i.scdn.co/image/ab67616d0000b273ad40f4e70b2f2a2a6052d49d,0.741,0.711,2,-8.402,1,0.0407,0.0,0.0446,0.677,124.987,Ratta Maar Vishal-Shekhar Student of the Year (Original Motion Picture Soundtrack)
572,Amit Trivedi,Lootera,Manmarziyan,47,https://i.scdn.co/image/ab67616d0000b2730e26db222796cf4207425abc,0.605,0.336,6,-11.131,1,0.0261,0.000317,0.129,0.209,100.058,Manmarziyan Amit Trivedi Lootera
573,Pritam,De Dana Dan (Original Motion Picture Soundtrack),Paisa,47,https://i.scdn.co/image/ab67616d0000b273fdfb5a9874443a0e39febd7d,0.83,0.775,7,-6.765,1,0.103,0.0,0.192,0.885,105.623,Paisa Pritam De Dana Dan (Original Motion Picture Soundtrack)
574,Various Artists,Gangster,Lamha Lamha,47,https://i.scdn.co/image/ab67616d0000b2732e42c0118771f7805eb9719b,0.495,0.402,0,-7.866,1,0.028,0.0,0.128,0.464,82.955,Lamha Lamha Various Artists Gangster
575,Salim–Sulaiman,Heroine (Original Motion Picture Soundtrack),Saaiyaan,47,https://i.scdn.co/image/ab67616d0000b273c04698b442ee9fbb3c4cbbe1,0.491,0.556,5,-6.023,1,0.0273,1.46e-06,0.0849,0.413,100.008,Saaiyaan Salim–Sulaiman Heroine (Original Motion Picture Soundtrack)
576,Jeet Gannguli,Ae Mere Dil,Ae Mere Dil,47,https://i.scdn.co/image/ab67616d0000b27384a4512f9b0607500cbdc2ce,0.517,0.465,4,-8.405,0,0.0276,0.0,0.108,0.291,92.929,Ae Mere Dil Jeet Gannguli Ae Mere Dil
577,Various Artists,Rustom,Dhal Jaun Main,46,https://i.scdn.co/image/ab67616d0000b273c202064e0775440dacef8802,0.629,0.485,2,-6.695,0,0.0241,1.34e-06,0.0976,0.303,95.95,Dhal Jaun Main Various Artists Rustom
578,Pritam,Bas Ek Pal (Original Motion Picture Soundtrack),Bas Ek Pal,46,https://i.scdn.co/image/ab67616d0000b273b4ed312e48e0a69e47f0899d,0.616,0.87,7,-4.84,0,0.0456,0.00472,0.383,0.649,118.979,Bas Ek Pal Pritam Bas Ek Pal (Original Motion Picture Soundtrack)
579,Sachin-Jigar,"Kiston (From ""Roohi"")","Kiston (From ""Roohi"")",46,https://i.scdn.co/image/ab67616d0000b273a9255b03e21098ad8a1a6300,0.521,0.309,1,-8.524,0,0.0341,1.31e-05,0.103,0.312,150.07,"Kiston (From ""Roohi"") Sachin-Jigar Kiston (From ""Roohi"")"
580,Shankar-Ehsaan-Loy,Mission Kashmir (Original Motion Picture Soundtrack),Bumbro,46,https://i.scdn.co/image/ab67616d0000b2736113f3e58125e348e9c17692,0.712,0.834,5,-9.095,1,0.0513,0.0,0.0471,0.757,135.953,Bumbro Shankar-Ehsaan-Loy Mission Kashmir (Original Motion Picture Soundtrack)
581,Guru Randhawa,"Teri Choriyaan (From ""Chhalaang"")","Teri Choriyaan (From ""Chhalaang"")",46,https://i.scdn.co/image/ab67616d0000b27308391b7265f99ebc6c37b65a,0.579,0.724,11,-5.513,0,0.206,2.43e-06,0.068,0.788,172.023,"Teri Choriyaan (From ""Chhalaang"") Guru Randhawa Teri Choriyaan (From ""Chhalaang"")"
582,India Martinez,Camino de la Buena Suerte,Los Gatos No Ladran,46,https://i.scdn.co/image/ab67616d0000b27335cb4459c36fd196e7cb0b92,0.536,0.634,7,-4.245,1,0.0345,0.0,0.111,0.257,78.072,Los Gatos No Ladran India Martinez Camino de la Buena Suerte
583,Pritam,Cocktail,"Daaru Desi (From ""Cocktail"")",46,https://i.scdn.co/image/ab67616d0000b273b6cfbb83ebf76959832174b4,0.703,0.786,8,-6.779,0,0.0483,0.000712,0.101,0.647,93.987,"Daaru Desi (From ""Cocktail"") Pritam Cocktail"
584,Various Artists,Baadshaho,Piya More,46,https://i.scdn.co/image/ab67616d0000b27300e2f7f1d23c10d91c0885a0,0.691,0.829,11,-5.177,0,0.0727,6.66e-06,0.301,0.689,95.012,Piya More Various Artists Baadshaho
585,Pritam,Bajrangi Bhaijaan,Zindagi Kuch Toh Bata,46,https://i.scdn.co/image/ab67616d0000b273e7f1ff44b74df429307f4164,0.52,0.484,7,-8.399,1,0.0327,0.00143,0.15,0.421,124.136,Zindagi Kuch Toh Bata Pritam Bajrangi Bhaijaan
586,Anu Malik,Ishq (Original Motion Picture Soundtrack),Dekho Dekho Jaanam,46,https://i.scdn.co/image/ab67616d0000b2732ecc4dcd190f35460f8c7573,0.625,0.839,9,-7.367,1,0.253,0.0,0.268,0.769,171.677,Dekho Dekho Jaanam Anu Malik Ishq (Original Motion Picture Soundtrack)
587,A.R. Rahman,Ghajini,Behka,46,https://i.scdn.co/image/ab67616d0000b2735b7ba7da308af447f48b9943,0.643,0.474,0,-11.061,0,0.14,0.00026,0.0554,0.515,192.01,Behka A.R. Rahman Ghajini
588,Amit Trivedi,Dev D,Emosanal Attyachaar (Brass Band Version),46,https://i.scdn.co/image/ab67616d0000b2733c9ceb08ea5e086d804abc37,0.806,0.56,7,-8.185,1,0.121,0.0,0.235,0.624,109.918,Emosanal Attyachaar (Brass Band Version) Amit Trivedi Dev D
589,Khanvict,Closer,Closer,46,https://i.scdn.co/image/ab67616d0000b2734bd397bbe5060176637eb055,0.518,0.632,8,-6.019,0,0.0415,0.611,0.169,0.0967,180.03,Closer Khanvict Closer
590,Millind Gaba,"Main Teri Ho Gayi (From ""Sardar Ka Grandson"")","Main Teri Ho Gayi (From ""Sardar Ka Grandson"")",46,https://i.scdn.co/image/ab67616d0000b273b43b5fd6731a1afd0ed65c37,0.615,0.495,0,-7.22,1,0.0537,0.0,0.124,0.394,173.926,"Main Teri Ho Gayi (From ""Sardar Ka Grandson"") Millind Gaba Main Teri Ho Gayi (From ""Sardar Ka Grandson"")"
591,Vishal-Shekhar,Sultan,Jag Ghoomeya (Female),45,https://i.scdn.co/image/ab67616d0000b273b2abfd2439b6c23c3664df87,0.696,0.2,5,-14.341,0,0.0615,3.21e-06,0.106,0.557,78.964,Jag Ghoomeya (Female) Vishal-Shekhar Sultan
592,Various Artists,Zeher (Original Motion Picture Soundtrack),Woh Lamhe Woh Baatein,45,https://i.scdn.co/image/ab67616d0000b273cbe34e4a9c7efa3470f50902,0.464,0.822,8,-4.827,0,0.0662,0.000449,0.0898,0.407,89.761,Woh Lamhe Woh Baatein Various Artists Zeher (Original Motion Picture Soundtrack)
593,Various Artists,Rehnaa Hai Terre Dil Mein,Rehnaa Hai Tere Dil Mein,45,https://i.scdn.co/image/ab67616d0000b273aedf6f748f73e59cf25bcf25,0.789,0.583,9,-10.975,0,0.0536,0.0,0.062,0.885,100.02,Rehnaa Hai Tere Dil Mein Various Artists Rehnaa Hai Terre Dil Mein
594,Nusrat Fateh Ali Khan,Reformed,Mere Rashke Qamar,45,https://i.scdn.co/image/ab67616d0000b2736f510c6413fc0bce9457afa2,0.654,0.85,5,-4.568,0,0.157,0.0,0.184,0.532,104.859,Mere Rashke Qamar Nusrat Fateh Ali Khan Reformed
595,M. M. Keeravani,"Janani (From ""Rrr"")","Janani (From ""Rrr"")",45,https://i.scdn.co/image/ab67616d0000b273929e5eb4cd8b5bdfc24ed3d1,0.377,0.239,1,-12.887,1,0.0286,0.00854,0.11,0.0757,81.123,"Janani (From ""Rrr"") M. M. Keeravani Janani (From ""Rrr"")"
596,Shaarib Toshi,Zid (Original Motion Picture Soundtrack),Saanson Ko,45,https://i.scdn.co/image/ab67616d0000b273df896272f7324d86ddd6dad8,0.636,0.745,2,-5.4,0,0.0378,2.54e-06,0.132,0.719,139.986,Saanson Ko Shaarib Toshi Zid (Original Motion Picture Soundtrack)
597,Various Artists,Raabta,Ik Vaari Aa (Jubin Version),45,https://i.scdn.co/image/ab67616d0000b2732e44757f6ea4eb34d2a0d42f,0.512,0.829,7,-5.661,1,0.0385,0.0,0.338,0.423,127.899,Ik Vaari Aa (Jubin Version) Various Artists Raabta
598,The Yellow Diary,Marz,Marz,45,https://i.scdn.co/image/ab67616d0000b27305458945174ebe0644a7dd7e,0.433,0.599,9,-7.293,1,0.0717,2.04e-06,0.12,0.338,71.798,Marz The Yellow Diary Marz
599,Rish,Kehendi Si,Kehendi Si,45,https://i.scdn.co/image/ab67616d0000b273efc4c0d78a405d1250eb8240,0.723,0.541,2,-4.752,0,0.0724,0.0,0.101,0.49,89.923,Kehendi Si Rish Kehendi Si
600,Amit Trivedi,"Love You Zindagi (From ""Dear Zindagi"")","Love You Zindagi (From ""Dear Zindagi"")",45,https://i.scdn.co/image/ab67616d0000b273358deff3b664e98523bf9aa6,0.688,0.701,3,-7.505,1,0.0298,0.0301,0.271,0.385,110.019,"Love You Zindagi (From ""Dear Zindagi"") Amit Trivedi Love You Zindagi (From ""Dear Zindagi"")"
601,Rajesh Roshan,Kaho Naa Pyaar Hai (Original Motion Picture Soundtrack),Na Tum Jano Na Hum,45,https://i.scdn.co/image/ab67616d0000b273411ab4d35e34639863d00b07,0.515,0.519,9,-11.197,1,0.0397,0.000657,0.0566,0.582,89.499,Na Tum Jano Na Hum Rajesh Roshan Kaho Naa Pyaar Hai (Original Motion Picture Soundtrack)
602,Pritam,"Radha (From ""Jab Harry Met Sejal"")","Radha (From ""Jab Harry Met Sejal"")",45,https://i.scdn.co/image/ab67616d0000b2739adde977a894d09616b86606,0.693,0.896,7,-4.114,1,0.0682,0.0,0.195,0.854,126.995,"Radha (From ""Jab Harry Met Sejal"") Pritam Radha (From ""Jab Harry Met Sejal"")"
603,Pritam,Love Aaj Kal,"Twist (From ""Love Aaj Kal"")",45,https://i.scdn.co/image/ab67616d0000b273679206a60471b37f412db25f,0.721,0.944,7,-4.995,1,0.142,5.86e-05,0.0747,0.728,109.014,"Twist (From ""Love Aaj Kal"") Pritam Love Aaj Kal"
604,Vishal Dadlani,Pyaar Mein Kabhi Kabhi (Original Motion Picture Soundtrack),Woh Pehli Baar,45,https://i.scdn.co/image/ab67616d0000b2734d130aa779f503c703ea1591,0.69,0.642,7,-13.413,1,0.113,0.0,0.0765,0.565,89.99,Woh Pehli Baar Vishal Dadlani Pyaar Mein Kabhi Kabhi (Original Motion Picture Soundtrack)
605,Sanjay Leela Bhansali,Guzaarish,Udi,45,https://i.scdn.co/image/ab67616d0000b273bc5ba75fc51036eff0f9fb03,0.727,0.896,9,-2.994,0,0.0586,0.00011,0.289,0.652,132.97,Udi Sanjay Leela Bhansali Guzaarish
606,Raftaar,Manto,Mantoiyat,45,https://i.scdn.co/image/ab67616d0000b273e15d1860bdfd96be7d8f5619,0.671,0.894,3,-5.257,0,0.256,0.0,0.0982,0.705,89.932,Mantoiyat Raftaar Manto
607,Sachin-Jigar,Shuddh Desi Romance,Shuddh Desi Romance,45,https://i.scdn.co/image/ab67616d0000b273b142294d7adcc8e4f599fe87,0.638,0.751,10,-7.957,1,0.314,0.0,0.226,0.771,189.952,Shuddh Desi Romance Sachin-Jigar Shuddh Desi Romance
608,Neha Kakkar,Diamond Da Challa,Diamond Da Challa,45,https://i.scdn.co/image/ab67616d0000b273e21dc3b26758a14dd79ff49b,0.804,0.634,2,-7.868,1,0.128,0.000502,0.277,0.53,92.976,Diamond Da Challa Neha Kakkar Diamond Da Challa
609,Pritam,Love Aaj Kal,"Chor Bazari (From ""Love Aaj Kal "")",45,https://i.scdn.co/image/ab67616d0000b273679206a60471b37f412db25f,0.824,0.757,11,-5.047,1,0.0743,0.000111,0.146,0.97,100.027,"Chor Bazari (From ""Love Aaj Kal "") Pritam Love Aaj Kal"
610,Various Artists,Bhare Bazaar,Bhare Bazaar,45,https://i.scdn.co/image/ab67616d0000b273c8e18fd8abbdc983b029226e,0.855,0.849,11,-4.472,1,0.0549,0.0,0.0302,0.699,126.028,Bhare Bazaar Various Artists Bhare Bazaar
611,Various Artists,Shubh Mangal Zyada Saavdhan,Raakh,45,https://i.scdn.co/image/ab67616d0000b27334c0fa4f40062d2c73ccca30,0.712,0.448,6,-7.414,1,0.0406,0.0,0.106,0.26,132.061,Raakh Various Artists Shubh Mangal Zyada Saavdhan
612,DIVINE,Bag,Bag,45,https://i.scdn.co/image/ab67616d0000b27323c0c0980857d3ac237cef3b,0.825,0.655,2,-8.177,1,0.277,0.0,0.223,0.474,98.067,Bag DIVINE Bag
613,Ajay-Atul,Agneepath (Original Motion Picture Soundtrack),Shah Ka Rutba,45,https://i.scdn.co/image/ab67616d0000b273b22e21de789378f223e1795f,0.4,0.778,11,-6.858,1,0.0755,0.0,0.053,0.733,94.933,Shah Ka Rutba Ajay-Atul Agneepath (Original Motion Picture Soundtrack)
614,Sonu Nigam,Sonu Nigam: Best of Me,"Deewana Hai Dekho (From ""Kabhi Khushi Kabhie Gham"")",45,https://i.scdn.co/image/ab67616d0000b273d0ffff6dad0804bec787fe57,0.776,0.792,7,-5.619,1,0.18,1.96e-06,0.13,0.588,102.988,"Deewana Hai Dekho (From ""Kabhi Khushi Kabhie Gham"") Sonu Nigam Sonu Nigam: Best of Me"
615,Pritam,Love Aaj Kal (Original Motion Picture Soundtrack),Aahun Aahun,45,https://i.scdn.co/image/ab67616d0000b27385a760b97fd9afe045e9ff2d,0.536,0.903,1,-5.501,0,0.307,4.99e-05,0.0641,0.657,129.967,Aahun Aahun Pritam Love Aaj Kal (Original Motion Picture Soundtrack)
616,Imran Khan,Hey Girl,Hey Girl,45,https://i.scdn.co/image/ab67616d0000b2735ca7cca9ac150fd1d5597145,0.833,0.777,5,-4.613,0,0.042,0.00601,0.31,0.494,126.989,Hey Girl Imran Khan Hey Girl
617,Various Artists,Hate Story 2,Kabhi Aayine Pe Likha Tujhe,45,https://i.scdn.co/image/ab67616d0000b273467cc511d190809571295e3f,0.46,0.691,9,-5.204,0,0.0424,0.000112,0.12,0.422,155.896,Kabhi Aayine Pe Likha Tujhe Various Artists Hate Story 2
618,Nusrat Fateh Ali Khan,Aur Pyar Ho Gaya,Meri Sanson Mein,45,https://i.scdn.co/image/ab67616d0000b273c4b858abf36cbd46d4a8ca2d,0.582,0.402,0,-14.657,1,0.0428,0.0,0.0598,0.657,82.056,Meri Sanson Mein Nusrat Fateh Ali Khan Aur Pyar Ho Gaya
619,Shiv Hari,Darr (Original Motion Picture Soundtrack),Jaadu Teri Nazar,45,https://i.scdn.co/image/ab67616d0000b273ca4a2135301f793784f69b98,0.603,0.688,6,-13.12,0,0.0458,4.57e-05,0.104,0.682,87.839,Jaadu Teri Nazar Shiv Hari Darr (Original Motion Picture Soundtrack)
620,F1rstman,Dance,Dance,44,https://i.scdn.co/image/ab67616d0000b273f1656631d018d1dd11984ddd,0.777,0.814,8,-5.42,0,0.0465,9.75e-06,0.05,0.766,97.974,Dance F1rstman Dance
621,Sajid-Wajid,Dabangg 2,Dagabaaz Re,44,https://i.scdn.co/image/ab67616d0000b27305b3ca44c67b40e983179d1c,0.595,0.766,7,-9.303,1,0.0551,0.0,0.115,0.818,145.541,Dagabaaz Re Sajid-Wajid Dabangg 2
622,Sajid-Wajid,Chashme Baddoor,Har Ek Friend Kamina Hota Hai,44,https://i.scdn.co/image/ab67616d0000b273642aa6eaf64f4a99532ea5bf,0.562,0.896,7,-4.811,1,0.146,0.0,0.148,0.753,130.158,Har Ek Friend Kamina Hota Hai Sajid-Wajid Chashme Baddoor
623,Jatin-Lalit,Yes Boss (Original Motion Picture Soundtrack),Suniye To,44,https://i.scdn.co/image/ab67616d0000b2730f0e4b68ed5159c70422c18f,0.82,0.711,7,-11.285,1,0.0519,8.33e-05,0.604,0.968,103.039,Suniye To Jatin-Lalit Yes Boss (Original Motion Picture Soundtrack)
624,Various Artists,Sanam Re,Gazab Ka Hain Yeh Din,44,https://i.scdn.co/image/ab67616d0000b273be42c9c9b63ed5ace22af441,0.54,0.705,9,-6.731,1,0.0354,0.0,0.297,0.373,104.973,Gazab Ka Hain Yeh Din Various Artists Sanam Re
625,Himesh Reshammiya,Kick,Jumme Ki Raat,44,https://i.scdn.co/image/ab67616d0000b273232bade47d843bb107ec169f,0.688,0.954,1,-3.076,0,0.145,0.00326,0.0387,0.766,140.186,Jumme Ki Raat Himesh Reshammiya Kick
626,Vishal-Shekhar,Bachna Ae Haseeno,Small Town Girl,44,https://i.scdn.co/image/ab67616d0000b273bbf3d637aeed029149e2d341,0.813,0.504,7,-12.845,1,0.108,0.0,0.255,0.791,99.874,Small Town Girl Vishal-Shekhar Bachna Ae Haseeno
627,Amit Trivedi,Dev D,Pardesi,44,https://i.scdn.co/image/ab67616d0000b2733c9ceb08ea5e086d804abc37,0.701,0.774,5,-6.994,1,0.0339,6.41e-05,0.326,0.766,124.034,Pardesi Amit Trivedi Dev D
628,Various Artists,Shootout At Wadala (Original Motion Picture Soundtrack),Yeh Junoon,44,https://i.scdn.co/image/ab67616d0000b27370b7aab128a68fe1ef5a8992,0.407,0.72,4,-7.32,1,0.0488,0.000158,0.0806,0.157,116.188,Yeh Junoon Various Artists Shootout At Wadala (Original Motion Picture Soundtrack)
629,Chitralekha Sen,Banna Re,Banna Re,44,https://i.scdn.co/image/ab67616d0000b2733aff42a118d7ad353127e8dc,0.826,0.588,9,-6.021,1,0.0477,0.000903,0.258,0.264,99.993,Banna Re Chitralekha Sen Banna Re
630,Harris Jayaraj,Force,Khwabon Khwabon,44,https://i.scdn.co/image/ab67616d0000b273718646ed72f369f6da937b91,0.7,0.767,11,-7.158,0,0.0658,0.0,0.209,0.836,135.485,Khwabon Khwabon Harris Jayaraj Force
631,Rochak Kohli,Naam Shabana,Rozana,44,https://i.scdn.co/image/ab67616d0000b27324313e6973f4729cb9b62f2a,0.434,0.378,8,-8.7,1,0.029,0.000136,0.115,0.291,92.982,Rozana Rochak Kohli Naam Shabana
632,Amaal Mallik,Tu Mera Nahi,Tu Mera Nahi,44,https://i.scdn.co/image/ab67616d0000b273aa00f75926be1921847bbe94,0.551,0.526,7,-7.904,0,0.0353,0.0,0.0858,0.176,138.028,Tu Mera Nahi Amaal Mallik Tu Mera Nahi
